,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign,outcome
2615,29,management,married,tertiary,no,451,no,no,cellular,4,may,54,1,96,1,failure,yes
2616,26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,yes
2617,22,student,single,secondary,no,1925,no,no,cellular,4,may,180,1,-1,0,unknown,yes
2618,36,management,single,tertiary,no,1876,no,no,cellular,4,may,150,1,-1,0,unknown,yes
2619,50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,yes
2620,41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
2621,57,retired,divorced,primary,no,606,no,no,cellular,4,may,227,2,-1,0,unknown,yes
2622,25,student,single,secondary,no,41,yes,no,telephone,4,may,101,2,-1,0,unknown,no
2623,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,unknown,yes
2624,36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
2625,31,services,married,secondary,no,2083,yes,no,cellular,4,may,190,3,355,2,other,yes
2626,32,technician,married,secondary,no,282,yes,no,cellular,4,may,257,2,-1,0,unknown,yes
2627,34,self-employed,married,secondary,no,1813,no,no,cellular,4,may,370,5,-1,0,unknown,yes
2628,33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,may,306,3,360,1,failure,yes
2629,41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,130,3,312,3,failure,no
2630,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
2631,41,blue-collar,married,secondary,no,1354,yes,no,cellular,4,may,106,2,-1,0,unknown,no
2632,19,student,single,unknown,no,5368,no,no,cellular,4,may,77,6,-1,0,unknown,no
2633,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,yes
2634,40,unemployed,single,secondary,no,356,yes,no,cellular,4,may,225,2,339,2,failure,yes
2635,33,admin.,married,tertiary,no,4984,yes,no,cellular,4,may,181,2,-1,0,unknown,yes
2636,59,management,married,tertiary,no,3421,no,no,cellular,4,may,121,5,-1,0,unknown,yes
2637,30,management,single,tertiary,no,11278,no,no,cellular,4,may,256,3,-1,0,unknown,yes
2638,42,management,married,tertiary,no,2,yes,yes,telephone,4,may,336,9,-1,0,unknown,no
2639,19,student,single,primary,no,0,no,no,cellular,4,may,72,4,-1,0,unknown,no
2640,51,blue-collar,married,primary,no,296,yes,no,cellular,4,may,211,5,-1,0,unknown,yes
2641,45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown,yes
2642,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
2643,35,services,married,secondary,no,17,yes,no,cellular,4,may,110,4,-1,0,unknown,no
2644,33,unemployed,single,tertiary,no,850,no,no,cellular,4,may,324,3,-1,0,unknown,yes
2645,33,blue-collar,married,primary,no,5151,yes,yes,cellular,4,may,124,3,165,5,failure,yes
2646,28,management,single,tertiary,no,678,no,yes,cellular,4,may,115,3,-1,0,unknown,yes
2647,38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes
2648,31,management,single,tertiary,no,2480,no,no,cellular,4,may,107,4,-1,0,unknown,yes
2649,32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,yes
2650,30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,unknown,yes
2651,31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,yes
2652,33,management,married,tertiary,no,415,no,no,cellular,4,may,75,5,167,1,other,no
2653,52,technician,married,tertiary,no,876,no,no,cellular,4,may,601,3,-1,0,unknown,yes
2654,35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,yes
2655,37,blue-collar,married,primary,no,2939,yes,no,cellular,4,may,191,3,-1,0,unknown,yes
2656,32,technician,single,secondary,no,945,no,no,cellular,4,may,312,3,-1,0,unknown,yes
2657,56,self-employed,married,tertiary,no,349,yes,no,telephone,4,may,186,4,-1,0,unknown,no
2658,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes
2659,31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,-1,0,unknown,yes
2660,32,management,married,tertiary,no,141,yes,no,cellular,4,may,78,3,89,9,success,no
2661,28,blue-collar,single,primary,no,551,no,no,cellular,4,may,264,3,-1,0,unknown,yes
2662,45,technician,married,secondary,no,280,yes,no,cellular,4,may,562,3,168,2,other,yes
2663,34,management,single,tertiary,no,308,yes,no,cellular,4,may,79,4,269,4,failure,yes
2664,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
2665,31,management,single,tertiary,no,775,yes,no,cellular,4,may,99,2,14,3,failure,yes
2666,49,unemployed,married,secondary,no,207,no,no,telephone,4,may,181,2,-1,0,unknown,no
2667,44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,-1,0,unknown,yes
2668,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
2669,58,management,married,unknown,no,3658,no,no,cellular,4,may,55,2,-1,0,unknown,no
2670,24,admin.,single,secondary,no,99,no,no,cellular,4,may,65,3,89,3,failure,no
2671,35,technician,single,secondary,no,538,yes,no,cellular,4,may,313,2,-1,0,unknown,yes
2672,53,technician,married,secondary,no,112,no,no,telephone,4,may,104,4,-1,0,unknown,no
2673,45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,-1,0,unknown,yes
2674,32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
2675,28,blue-collar,single,secondary,no,3817,yes,no,cellular,4,may,528,3,-1,0,unknown,yes
2676,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
2677,23,student,single,tertiary,no,82,no,no,cellular,4,may,289,4,-1,0,unknown,yes
2678,36,admin.,single,secondary,no,115,no,no,cellular,4,may,134,3,91,1,failure,no
2679,33,self-employed,single,tertiary,no,1049,no,no,cellular,4,may,126,4,-1,0,unknown,yes
2680,32,blue-collar,married,primary,yes,-148,yes,no,cellular,4,may,326,3,357,15,other,yes
2681,55,technician,single,secondary,no,1199,no,yes,telephone,4,may,159,10,-1,0,unknown,no
2682,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,4,may,1121,3,88,10,success,yes
2683,32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes
2684,26,blue-collar,married,primary,no,104,yes,no,cellular,4,may,230,6,360,2,other,yes
2685,32,management,single,tertiary,no,0,no,no,cellular,4,may,417,2,-1,0,unknown,yes
2686,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
2687,30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes
2688,63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,-1,0,unknown,no
2689,33,management,married,secondary,no,11,yes,no,cellular,4,may,104,3,-1,0,unknown,no
2690,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,yes
2691,57,retired,married,tertiary,no,1458,no,no,telephone,4,may,89,5,-1,0,unknown,no
2692,30,management,married,tertiary,no,10884,no,no,cellular,4,may,333,2,-1,0,unknown,yes
2693,43,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no
2694,29,blue-collar,single,secondary,no,369,yes,no,cellular,4,may,174,5,346,3,failure,yes
2695,38,admin.,married,secondary,no,47,yes,no,cellular,4,may,288,5,-1,0,unknown,yes
2696,40,admin.,married,secondary,no,1313,yes,no,cellular,4,may,171,4,-1,0,unknown,yes
2697,31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,yes
2698,36,management,single,tertiary,no,3850,yes,no,cellular,4,may,8,4,-1,0,unknown,yes
2699,43,entrepreneur,married,secondary,no,0,no,no,telephone,4,may,6,4,-1,0,unknown,no
2700,24,student,single,unknown,no,782,no,no,cellular,4,may,12,7,91,1,other,no
2701,26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes
2702,54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no
2703,37,student,single,unknown,no,444,no,no,cellular,4,may,1063,5,-1,0,unknown,yes
2704,46,management,single,tertiary,no,334,yes,no,telephone,4,may,36,6,90,2,other,no
2705,48,blue-collar,married,secondary,no,3776,no,no,telephone,4,may,254,4,-1,0,unknown,no
2706,51,technician,single,tertiary,no,318,no,no,cellular,4,may,8,3,-1,0,unknown,yes
2707,34,management,married,tertiary,no,201,no,no,telephone,4,may,21,5,-1,0,unknown,no
2708,30,unemployed,married,secondary,no,476,no,no,cellular,4,may,99,4,-1,0,unknown,no
2709,36,management,married,tertiary,no,953,yes,yes,telephone,4,may,354,2,335,3,other,no
2710,29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,yes
2711,53,management,divorced,tertiary,no,2152,no,no,cellular,4,may,520,2,80,3,success,yes
2712,24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown,no
2713,25,unemployed,married,secondary,no,715,no,no,cellular,4,may,254,4,-1,0,unknown,yes
2714,34,blue-collar,married,secondary,no,315,no,no,cellular,4,may,76,4,89,3,success,no
2715,39,technician,married,tertiary,no,11766,yes,no,cellular,4,may,15,4,166,1,failure,yes
2716,25,student,single,secondary,no,203,no,no,cellular,4,may,108,1,-1,0,unknown,yes
2717,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
2718,57,technician,married,tertiary,no,1103,no,no,cellular,4,may,399,2,-1,0,unknown,yes
2719,32,management,single,tertiary,no,202,no,no,cellular,4,may,16,5,-1,0,unknown,yes
2720,31,admin.,single,secondary,no,690,no,no,cellular,4,may,10,4,87,12,failure,no
2721,33,management,married,tertiary,no,0,yes,no,telephone,4,may,33,7,-1,0,unknown,no
2722,26,admin.,single,unknown,no,677,no,no,cellular,4,may,399,1,-1,0,unknown,yes
2723,43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,no
2724,32,management,single,tertiary,no,2360,no,no,cellular,4,may,11,4,90,7,success,yes
2725,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure,yes
2726,41,management,married,secondary,no,1956,no,no,cellular,4,may,114,6,168,11,other,yes
2727,25,student,married,tertiary,no,4923,yes,yes,cellular,4,may,78,4,74,14,failure,yes
2728,34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,unknown,no
2729,25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,-1,0,unknown,no
2730,27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,yes
2731,41,technician,divorced,secondary,no,4047,yes,no,cellular,4,may,14,5,75,1,success,no
2732,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown,yes
2733,47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,yes
2734,30,technician,married,secondary,no,2107,no,no,cellular,4,may,23,5,-1,0,unknown,no
2735,33,management,married,tertiary,no,17946,yes,no,cellular,4,may,15,4,87,6,failure,yes
2736,23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,unknown,yes
2737,32,management,single,secondary,no,388,no,no,telephone,4,may,846,2,-1,0,unknown,yes
2738,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,no
2739,38,technician,single,tertiary,no,2443,no,no,cellular,4,may,9,8,-1,0,unknown,yes
2740,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
2741,50,management,married,tertiary,no,311,no,no,cellular,4,may,124,5,-1,0,unknown,yes
2742,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
2743,31,student,married,secondary,no,200,yes,no,cellular,4,may,362,5,-1,0,unknown,yes
2744,32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,-1,0,unknown,yes
2745,20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,0,unknown,no
2746,60,management,married,tertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success,yes
2747,46,management,married,unknown,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown,no
2748,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
2749,35,management,single,tertiary,no,62,yes,no,cellular,5,may,214,4,15,3,success,yes
2750,28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,yes
2751,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown,yes
2752,56,admin.,married,primary,no,2086,yes,no,cellular,5,may,159,8,-1,0,unknown,yes
2753,32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,may,171,2,-1,0,unknown,yes
2754,46,admin.,single,secondary,no,148,yes,no,cellular,5,may,85,4,-1,0,unknown,no
2755,34,unemployed,married,secondary,no,156,yes,no,cellular,5,may,136,5,-1,0,unknown,yes
2756,55,blue-collar,married,secondary,no,233,yes,no,cellular,5,may,813,2,351,3,failure,yes
2757,50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown,yes
2758,30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,122,3,362,1,failure,yes
2759,37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure,yes
2760,28,unemployed,married,secondary,no,431,yes,no,cellular,5,may,29,6,358,3,other,no
2761,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown,yes
2762,27,blue-collar,single,secondary,no,-289,yes,yes,cellular,5,may,94,5,-1,0,unknown,no
2763,38,services,married,secondary,no,859,yes,no,cellular,5,may,35,6,-1,0,unknown,yes
2764,33,management,single,tertiary,no,1373,yes,no,cellular,5,may,17,5,349,2,failure,yes
2765,40,management,married,primary,no,535,yes,no,telephone,5,may,11,6,-1,0,unknown,no
2766,35,blue-collar,single,secondary,yes,-947,yes,no,cellular,5,may,148,4,362,3,failure,no
2767,35,technician,married,tertiary,no,16,yes,no,cellular,5,may,43,5,-1,0,unknown,no
2768,40,blue-collar,married,secondary,no,195,yes,no,cellular,5,may,99,5,333,5,other,no
2769,29,blue-collar,married,primary,no,6,yes,no,cellular,5,may,39,5,349,2,other,no
2770,46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,yes
2771,42,admin.,divorced,secondary,no,2133,yes,no,cellular,5,may,89,5,-1,0,unknown,no
2772,38,entrepreneur,married,primary,no,1390,yes,no,cellular,5,may,106,4,-1,0,unknown,no
2773,33,blue-collar,married,secondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure,yes
2774,46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,unknown,no
2775,34,management,single,tertiary,no,26575,no,no,cellular,5,may,245,6,168,1,failure,yes
2776,35,admin.,single,secondary,no,1537,yes,no,cellular,5,may,84,5,-1,0,unknown,yes
2777,32,student,single,tertiary,no,290,yes,no,cellular,5,may,18,6,-1,0,unknown,yes
2778,33,admin.,single,secondary,no,346,yes,no,cellular,5,may,24,7,354,2,other,yes
2779,47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,365,2,failure,yes
2780,31,blue-collar,married,secondary,no,113,yes,no,cellular,5,may,337,3,-1,0,unknown,yes
2781,34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,yes
2782,45,management,married,primary,no,4758,yes,no,cellular,5,may,632,5,287,6,success,yes
2783,35,technician,single,tertiary,no,174,yes,no,cellular,5,may,105,1,-1,0,unknown,yes
2784,24,technician,married,secondary,no,330,yes,yes,cellular,5,may,326,1,-1,0,unknown,yes
2785,29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
2786,46,entrepreneur,married,secondary,no,212,yes,no,cellular,5,may,332,1,-1,0,unknown,yes
2787,28,services,married,secondary,no,0,yes,no,cellular,5,may,334,1,355,6,failure,yes
2788,45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success,yes
2789,26,unemployed,married,tertiary,no,0,yes,no,cellular,5,may,319,1,-1,0,unknown,yes
2790,27,services,single,secondary,no,-72,yes,no,cellular,5,may,276,1,309,9,failure,yes
2791,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,yes
2792,25,admin.,single,secondary,no,0,yes,no,cellular,5,may,461,1,-1,0,unknown,yes
2793,25,services,single,secondary,no,443,yes,no,cellular,5,may,133,1,-1,0,unknown,yes
2794,26,management,single,tertiary,no,4116,yes,no,cellular,5,may,301,1,-1,0,unknown,yes
2795,34,management,married,tertiary,no,1184,yes,no,cellular,5,may,415,1,-1,0,unknown,yes
2796,31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,unknown,yes
2797,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,yes
2798,26,technician,single,tertiary,no,3628,no,no,cellular,5,may,151,1,-1,0,unknown,yes
2799,31,management,single,tertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure,yes
2800,30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,-1,0,unknown,yes
2801,53,entrepreneur,divorced,tertiary,no,321,yes,no,cellular,5,may,123,1,-1,0,unknown,yes
2802,41,services,divorced,secondary,no,5766,yes,yes,cellular,5,may,243,1,169,3,failure,yes
2803,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure,yes
2804,36,blue-collar,married,secondary,no,80,yes,yes,cellular,5,may,234,1,165,4,failure,yes
2805,36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,-1,0,unknown,no
2806,45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown,yes
2807,30,services,married,secondary,no,-111,yes,no,cellular,5,may,154,1,-1,0,unknown,yes
2808,29,housemaid,single,secondary,no,4537,yes,no,telephone,5,may,29,1,-1,0,unknown,no
2809,40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure,yes
2810,53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,yes
2811,47,self-employed,married,primary,no,3363,no,no,cellular,5,may,382,1,-1,0,unknown,yes
2812,37,admin.,divorced,secondary,no,0,yes,yes,cellular,5,may,358,1,-1,0,unknown,yes
2813,24,admin.,single,secondary,no,-386,yes,no,cellular,5,may,180,1,-1,0,unknown,yes
2814,46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown,yes
2815,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure,yes
2816,32,management,single,tertiary,no,112,yes,no,cellular,5,may,118,1,-1,0,unknown,yes
2817,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes
2818,44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,-1,0,unknown,yes
2819,37,services,married,secondary,no,4430,yes,no,cellular,5,may,175,1,-1,0,unknown,yes
2820,33,management,married,tertiary,no,0,yes,no,cellular,5,may,301,1,365,1,failure,yes
2821,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure,yes
2822,32,admin.,single,secondary,no,12,yes,no,cellular,5,may,242,1,365,2,failure,yes
2823,55,management,divorced,tertiary,no,2625,yes,no,cellular,5,may,286,1,252,3,failure,yes
2824,35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,yes
2825,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,117,1,169,1,failure,yes
2826,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
2827,42,admin.,single,secondary,no,151,yes,no,telephone,5,may,227,3,-1,0,unknown,no
2828,52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,yes
2829,43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure,yes
2830,46,admin.,married,secondary,no,3145,yes,no,cellular,5,may,28,1,-1,0,unknown,yes
